formula,C,H,N,O,S,molecular_weight,H.C,O.C,N.C,S.C,DBE,DBEO,DBEAI,DBEAImod,NOSC,Gibbs,AI,AImod,KDF_CH2,Y_met,classification,WZ0616E,WZ0714I,WZ0714E,WZ0728E,WZ0811E,WZ0825E,WZ0915E,BJ0613E,QQ0615E,QH0615E,JZ0617E,CS0617E,FS0617E,QQ0627E,QH0629E,JZ0701E,CS0701E,FS0702E,BJ0704E,QH0714E,QH0714I,JZ0715I,JZ0715E,CS0715I,CS0715E,FS0716I,FS0716E,QQ0718I,QQ0718E,BJ0718I,BJ0718E,QH0720E,JZ0729E,FS0729E,QQ0801E,BJ0801E,QH0803E,BJ0815E,QQ0815E,QH0817E,JZ0819E,FS0819E,CS0825E,CS0908E,QQ0913E,BJ0919E,CS0917E,JZ0916E,FS0916E
C25H39O8N,25,39,1,8,0,481.267569,1.56,0.32,0.04,0,7,-1,-2,2,-0.8,83.1,-0.125,0.1,-0.269818667,0.070199897,unclassified,0,0,0,0,0,5.56E-05,0,0,0,0.000107782,0.000144196,0,0.000139771,0,0.000103286,0,0,0.000141271,0.000103519,0.000137742,0,0,0.000124697,6.94E-05,0.000101727,0,0,5.72E-05,0.000102139,0,0,0.000135388,0.00014135,0.000131406,9.57E-05,0.000103402,0,9.91E-05,0.000105025,0.000138755,0,0.000108287,6.77E-05,0,8.58E-05,0.00010813,8.47E-05,0.000157765,8.04E-05
C25H39O8N3,25,39,3,8,0,509.273717,1.56,0.32,0.12,0,8,0,-3,1,-0.56,76.26,-0.214285714,0.055555556,-0.294942582,0.07369405,protein or amino sugars,0,0,5.16E-05,5.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O8N5,25,39,5,8,0,537.279865,1.56,0.32,0.2,0,9,1,-4,0,-0.32,69.42,-0.333333333,0,-0.320066497,0.077554262,protein or amino sugars,0,0,0,5.57E-05,6.10E-05,5.01E-05,0,0,7.07E-05,0,0,5.42E-05,4.61E-05,0,0,0,0,4.38E-05,0,0,0,0,0,0,0,0,0,0,0,9.48E-05,0,0,0,6.64E-05,0,5.07E-05,0,0,5.21E-05,0,0,6.38E-05,9.02E-05,0,0,0,5.21E-05,0,4.34E-05
C25H39O8N5S2,25,39,5,8,2,601.224007,1.56,0.32,0.2,0.08,9,1,-6,-2,-0.16,64.86,-0.6,-0.142857143,-0.447325097,0.071185672,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110552,0,8.46E-05,0,9.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H39O8NS,25,39,1,8,1,513.23964,1.56,0.32,0.04,0.04,7,-1,-3,1,-0.72,80.82,-0.2,0.052631579,-0.333447967,0.067468091,unclassified,0,0,0,0,0,0,0,0,0,7.15E-05,0,5.91E-05,0,0,0,0,7.00E-05,0,0,0,0,0,5.29E-05,0,0,0,0,0,0,0,0,5.78E-05,0,5.46E-05,0,0,0,0,0,0,0,4.79E-05,0,0,0,0,0,6.28E-05,0
C25H39O8NS2,25,39,1,8,2,545.211711,1.56,0.32,0.04,0.08,7,-1,-4,0,-0.64,78.54,-0.285714286,0,-0.397077267,0.064940936,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13E-05,0,0,0
C25H39O9N,25,39,1,9,0,497.262484,1.56,0.36,0.04,0,7,-2,-3,1.5,-0.72,80.82,-0.2,0.076923077,-0.292763732,0.071185672,unclassified,0,0,0,0,0,5.95E-05,0,6.88E-05,0,8.82E-05,0.000105367,0,9.58E-05,0,0,0,7.82E-05,9.80E-05,0.000106393,0,0,0.000194044,8.62E-05,0,8.35E-05,0,0,0.000182001,0.000112861,8.15E-05,0,7.69E-05,0,9.07E-05,0,9.51E-05,0,7.75E-05,0,0.000105696,0,7.76E-05,6.69E-05,0,0,0,7.88E-05,8.36E-05,6.70E-05
C25H39O9N3,25,39,3,9,0,525.268632,1.56,0.36,0.12,0,8,-1,-4,0.5,-0.48,73.98,-0.307692308,0.028571429,-0.317887647,0.07478116,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-05,0,0,0,0,0,0,5.01E-05
C25H39O9N5,25,39,5,9,0,553.27478,1.56,0.36,0.2,0,9,0,-5,-0.5,-0.24,67.14,-0.454545455,-0.032258065,-0.343011562,0.080537574,protein or amino sugars,0,0,6.19E-05,0,5.13E-05,0,0,0,0,0,0,0,3.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41E-05,0,0.000290475,0,0,0,4.06E-05,5.57E-05,0,0,5.08E-05,0,5.32E-05,0,0,4.32E-05,0,0,0,0,0,4.08E-05
C25H39O9NS,25,39,1,9,1,529.234555,1.56,0.36,0.04,0.04,7,-2,-4,0.5,-0.64,78.54,-0.285714286,0.027027027,-0.356393032,0.068378139,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O10,25,40,0,10,0,500.26215,1.6,0.4,0,0,6,-4,-4,1,-0.8,83.1,-0.266666667,0.05,-0.296447186,0.069994447,unclassified,0,0,0,0,0,0,0,7.12E-05,0,0.000101347,0,0.0001145,0.000116043,0,0,0,0.000159197,0.00012425,0,0,0,0,0.000126537,0,0.000122842,0,0,0.000117082,0.000129695,0,0,0.000132022,0,0.000106275,0,0.000110318,0,0,0.000124263,0,0,7.79E-05,0.000117362,0,7.62E-05,0,0.000107828,0.00013789,4.99E-05
C25H40O10N2,25,40,2,10,0,528.268298,1.6,0.4,0.08,0,7,-3,-5,0,-0.56,76.26,-0.384615385,0,-0.321571101,0.073467671,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,4.60E-05,0,6.26E-05,0,0,4.54E-05,0,0,0,0,0,0,6.05E-05,0,0,0,6.62E-05,0,0,4.62E-05,5.17E-05,5.80E-05,7.68E-05,0,0,8.84E-05,0,0,4.68E-05,6.27E-05,0,0,0,0,5.52E-05,0,4.35E-05
C25H40O10N4,25,40,4,10,0,556.274446,1.6,0.4,0.16,0,8,-2,-6,-1,-0.32,69.42,-0.545454545,-0.0625,-0.346695016,0.077303586,protein or amino sugars,0,0,5.74E-05,0,5.58E-05,0,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O10N4S,25,40,4,10,1,588.246517,1.6,0.4,0.16,0.04,8,-2,-7,-2,-0.24,67.14,-0.7,-0.133333333,-0.410324316,0.074003924,protein or amino sugars,0,0,0.00014256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O10S2,25,40,0,10,2,564.206292,1.6,0.4,0,0.08,6,-4,-6,-1,-0.64,78.54,-0.461538462,-0.055555556,-0.423705786,0.064765076,unclassified,0.000187533,0,0,0,0,0,0,0,0,7.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64E-05,8.46E-05,0,0,0,9.07E-05,0,0,0,6.01E-05,0,0,0,0,0,0
C25H40O11N4,25,40,4,11,0,572.269361,1.6,0.44,0.16,0,8,-3,-7,-1.5,-0.24,67.14,-0.7,-0.096774194,-0.369640081,0.079694442,protein or amino sugars,0,0,5.11E-05,0,0,5.11E-05,0,0,0,0,0,0,3.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O11S2,25,40,0,11,2,580.201207,1.6,0.44,0,0.08,6,-5,-7,-1.5,-0.56,76.26,-0.583333333,-0.085714286,-0.446650851,0.065603212,unclassified,9.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93E-05,0,0,0,0,0,0,0,0,0,9.21E-05,0,0,0,0
C25H40O12S2,25,40,0,12,2,596.196122,1.6,0.48,0,0.08,6,-6,-8,-2,-0.48,73.98,-0.727272727,-0.117647059,-0.469595916,0.066463326,unclassified,0,6.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O13,25,40,0,13,0,548.246895,1.6,0.52,0,0,6,-7,-7,-0.5,-0.56,76.26,-0.583333333,-0.027027027,-0.365282381,0.07301906,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184662,0,0.000489729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O13S2,25,40,0,13,2,612.191037,1.6,0.52,0,0.08,6,-7,-9,-2.5,-0.4,71.7,-0.9,-0.151515152,-0.492540981,0.067346293,unclassified,0,0.000386332,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72E-05,0.000114457,0,0,5.26E-05,6.60E-05,0,0,0.000148929,0,0,6.62E-05,0,0,0,0.00015421,0,0,0,0,0,0,0,0,0,5.65E-05,0,0,0.00012507,0,0,0,0,0
C25H40O14,25,40,0,14,0,564.24181,1.6,0.56,0,0,6,-8,-8,-1,-0.48,73.98,-0.727272727,-0.055555556,-0.388227446,0.074086202,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O14S2,25,40,0,14,2,628.185952,1.6,0.56,0,0.08,6,-8,-10,-3,-0.32,69.42,-1.111111111,-0.1875,-0.515486046,0.068253036,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O15N2,25,40,2,15,0,608.242873,1.6,0.6,0.08,0,7,-8,-10,-2.5,-0.16,64.86,-1.25,-0.161290323,-0.436296426,0.080303445,protein or amino sugars,0,0,0,0,0,0,0,0,8.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-05,0,0,0,0
C25H40O15S2,25,40,0,15,2,644.180867,1.6,0.6,0,0.08,6,-9,-11,-3.5,-0.24,67.14,-1.375,-0.225806452,-0.538431111,0.06918453,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O16,25,40,0,16,0,596.23164,1.6,0.64,0,0,6,-10,-10,-2,-0.32,69.42,-1.111111111,-0.117647059,-0.434117576,0.076316879,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O16N4,25,40,4,16,0,652.243936,1.6,0.64,0.16,0,8,-8,-12,-4,0.16,55.74,-2.4,-0.307692308,-0.484365406,0.085088829,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O20,25,40,0,20,0,660.2113,1.6,0.8,0,0,6,-14,-14,-4,0,60.3,-2.8,-0.266666667,-0.525897836,0.081207038,carbohydrates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37E-05,0,0,0,0,0,0,0,6.33E-05,0,0,0,0,0,0,0,0,0,0,0
C25H40O21,25,40,0,21,0,676.206215,1.6,0.84,0,0,6,-15,-15,-4.5,0.08,58.02,-3.75,-0.310344828,-0.548842901,0.082529093,carbohydrates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39E-05,0,7.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O2N4S2,25,40,4,2,2,492.259268,1.6,0.08,0.16,0.08,8,6,0,1,-0.8,83.1,0,0.055555556,-0.290393096,0.063825583,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0,0,0,0,0,0,0,7.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000104119,0,0,0,6.67E-05,0,0,0,0,0,0,0,0
C25H40O3N4S2,25,40,4,3,2,508.254183,1.6,0.12,0.16,0.08,8,5,-1,0.5,-0.72,80.82,-0.0625,0.028571429,-0.313338161,0.064639427,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82E-05,0,0,0,0,7.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199113,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O4N4S2,25,40,4,4,2,524.249098,1.6,0.16,0.16,0.08,8,4,-2,0,-0.64,78.54,-0.133333333,0,-0.336283226,0.065474293,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92E-05,0,0,0,0,0,0,0,0,0,0.000107754,0,0,0,5.55E-05,0,0,0,0,0,0,8.83E-05,0,0,0,0,0,0,0.000104653,0,0,0,0,0
C25H40O5,25,40,0,5,0,420.287575,1.6,0.2,0,0,6,1,1,3.5,-1.2,94.5,0.05,0.155555556,-0.181721861,0.065474293,lipids,0,0,0,0,0,0,0,0,0,0,0,0,4.67E-05,0,0,0,0,5.28E-05,5.52E-05,5.61E-05,0,0,0,0,5.18E-05,0,0,0,0,0,0,5.88E-05,4.66E-05,4.53E-05,0,0,0,0,0,0,7.06E-05,4.44E-05,4.76E-05,0,0,0,0,3.88E-05,0
C25H40O5N2S2,25,40,2,5,2,512.237865,1.6,0.2,0.08,0.08,7,2,-2,0.5,-0.8,83.1,-0.125,0.027027027,-0.334104376,0.063486727,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O5N4S2,25,40,4,5,2,540.244013,1.6,0.2,0.16,0.08,8,3,-3,-0.5,-0.56,76.26,-0.214285714,-0.03030303,-0.359228291,0.066331008,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04E-05,4.59E-05,0,0,5.15E-05,0,0,0,0,0,0.000124496,5.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O6,25,40,0,6,0,436.28249,1.6,0.24,0,0,6,0,0,3,-1.12,92.22,0,0.136363636,-0.204666926,0.066331008,lipids,0,0,0.000108823,0.000141966,8.98E-05,0.000147347,5.36E-05,7.43E-05,8.64E-05,0.000183753,0.000126863,9.78E-05,0.000161245,8.27E-05,0.000253657,0,0,0.000192436,6.53E-05,0.000197807,0,0,0.000107412,0,0.000124951,0,0,0,0.000191659,0,0.00013678,0.000214258,0.000144804,0.0002123,0.000117797,7.35E-05,0,6.21E-05,0.000177831,0.000163455,0.000158716,0.000169071,0.000134739,0,9.62E-05,0,8.85E-05,0.000245393,0.000118464
C25H40O6N2,25,40,2,6,0,464.288638,1.6,0.24,0.08,0,7,1,-1,2,-0.88,85.38,-0.058823529,0.1,-0.229790841,0.069442097,lipids,0,0,0,0,0,0,0,0,7.49E-05,4.66E-05,0,0,0,8.46E-05,0,0,0,0,0,5.99E-05,0,0,0,0,5.21E-05,0,0,0,0.000123803,0,0,0,0,0,0,8.05E-05,0,6.80E-05,0,0,0,0,0,0,5.33E-05,6.34E-05,0,0.00011465,0
C25H40O6N2S2,25,40,2,6,2,528.23278,1.6,0.24,0.08,0.08,7,1,-3,0,-0.72,80.82,-0.2,0,-0.357049441,0.064291897,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52E-05,0,0,0,0,0
C25H40O6N4S2,25,40,4,6,2,556.238928,1.6,0.24,0.16,0.08,8,2,-4,-1,-0.48,73.98,-0.307692308,-0.0625,-0.382173356,0.067210439,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89E-05,4.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O7,25,40,0,7,0,452.277405,1.6,0.28,0,0,6,-1,-1,2.5,-1.04,89.94,-0.055555556,0.11627907,-0.227611991,0.067210439,lipids,0,0,0.000108772,0.000116819,0.000150503,0.000144748,1.00E-04,0.000107371,0.000143119,0.000166299,0.000173929,0.000169638,0.000320316,0.000155479,0.000215551,0,0.000229087,0.000405018,0.000161581,0.000284687,0,0,0.000212153,0,0.000189709,0.000132613,0,0,0.00027696,0,0.000196613,0.00024897,0.00023763,0.000382979,0.000216417,0.000141507,0,0.000138561,0.000212521,0.000237282,0.000301992,0.000322887,0.000212903,0,0.000144545,0.000117076,0.000137049,0.000263016,0.000186393
C25H40O7N2,25,40,2,7,0,480.283553,1.6,0.28,0.08,0,7,0,-2,1.5,-0.8,83.1,-0.125,0.076923077,-0.252735906,0.070406558,lipids,0,0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0,7.22E-05,0,0,3.80E-05,0,0,0,0,7.13E-05,0,0,0,0,0,0,0,0,4.36E-05,5.68E-05,5.34E-05,0,0,0,0,0,0,0,4.20E-05,0,0,0,0,0,7.27E-05,0
C25H40O7N4S2,25,40,4,7,2,572.233843,1.6,0.28,0.16,0.08,8,1,-5,-1.5,-0.4,71.7,-0.416666667,-0.096774194,-0.405118421,0.068113504,lipids,0,8.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O7S,25,40,0,7,1,484.249476,1.6,0.28,0,0.04,6,-1,-2,1.5,-0.96,87.66,-0.117647059,0.073170732,-0.291241291,0.06470219,lipids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49E-05,0,0,0,0,0,0,0
C25H40O8,25,40,0,8,0,468.27232,1.6,0.32,0,0,6,-2,-2,2,-0.96,87.66,-0.117647059,0.095238095,-0.250557056,0.068113504,unclassified,0,0,5.22E-05,5.32E-05,0,7.98E-05,6.46E-05,0.000120852,0.000121419,0.0001797,0,0.000176634,0.00025268,0.000126682,0.00016982,0,0,0.000317425,0.000151823,0.000262607,0,0,0.000215293,0,0.000203245,0,0,6.55E-05,0.000257526,0,0.000234133,0.000233785,0.000247025,0.000267452,0.000167932,0.000157673,0,0.000134736,0.000190722,0,0,0.000236238,0.000193331,0,0.00012314,0.000115335,0.000164386,0.00027775,0.000141894
C25H40O8N2,25,40,2,8,0,496.278468,1.6,0.32,0.08,0,7,-1,-3,1,-0.72,80.82,-0.2,0.052631579,-0.275680971,0.071398186,protein or amino sugars,0,0,0,0,0,0,0,5.37E-05,9.41E-05,0,8.84E-05,6.04E-05,5.16E-05,0.000111922,7.71E-05,0,0,5.56E-05,0,0.00011457,0,0,7.98E-05,0,6.59E-05,0,0,0,0.000177605,0,0.000172518,6.97E-05,8.77E-05,0,0,0,9.12E-05,9.07E-05,0,0,0,6.67E-05,0,7.25E-05,8.09E-05,0,5.60E-05,0.000121881,0
C25H40O8S,25,40,0,8,1,500.244391,1.6,0.32,0,0.04,6,-2,-3,1,-0.88,85.38,-0.1875,0.05,-0.314186356,0.065538689,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39E-05,4.48E-05,0,0,0,0,0,0,5.71E-05,0,7.80E-05,0,0,0,0,0,4.47E-05,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O9,25,40,0,9,0,484.267235,1.6,0.36,0,0,6,-3,-3,1.5,-0.88,85.38,-0.1875,0.073170732,-0.273502121,0.069041167,unclassified,0,0,5.42E-05,0,6.52E-05,5.61E-05,8.33E-05,0.000108083,9.27E-05,0.000203504,0.000153351,0.000164527,0.000193141,0.000129933,0.000156403,0,0,0.000253783,0.000155819,0,0,0,0.000199565,0,0.000211426,0,0,0.000107972,0.000175083,0,0,0.000207056,0,0.000229222,0.000202278,0.000145806,0,0.000142101,0.000162095,0.000219627,0,0.000226523,0.000203983,0,0.000132516,0.000111423,0.000174636,0.000231303,0.000120327
C25H40O9N2,25,40,2,9,0,512.273383,1.6,0.36,0.08,0,7,-2,-4,0.5,-0.64,78.54,-0.285714286,0.027027027,-0.298626036,0.072418147,protein or amino sugars,0,0,0,0,0,0,0,8.91E-05,7.86E-05,7.36E-05,0,0,6.69E-05,6.17E-05,0,0,0,5.89E-05,7.15E-05,0,0,0,5.94E-05,0,0.000108399,0,0,0,6.83E-05,0,0,6.83E-05,0,7.69E-05,0.000102182,7.77E-05,0,0.00014716,0,7.45E-05,0,8.01E-05,0,7.10E-05,0,0,6.55E-05,6.21E-05,5.39E-05
C25H40O9N4,25,40,4,9,0,540.279531,1.6,0.36,0.16,0,8,-1,-5,-0.5,-0.4,71.7,-0.416666667,-0.03030303,-0.323749951,0.07614247,protein or amino sugars,0,0,0,0,5.78E-05,4.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63E-05,0,0,0,0,6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O9S,25,40,0,9,1,516.239306,1.6,0.36,0,0.04,6,-3,-4,0.5,-0.8,83.1,-0.266666667,0.025641026,-0.337131421,0.066397101,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E-05,4.97E-05,0,0,0,0,4.77E-05,0,0,0,0,0,6.80E-05,0,0,0,0,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O9S2,25,40,0,9,2,548.211377,1.6,0.36,0,0.08,6,-3,-5,-0.5,-0.72,80.82,-0.357142857,-0.027027027,-0.400760721,0.063948085,unclassified,0.000194276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H40O9S3,25,40,0,9,3,580.183448,1.6,0.36,0,0.12,6,-3,-6,-1.5,-0.64,78.54,-0.461538462,-0.085714286,-0.464390021,0.061673303,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02E-05
C25H41O10N,25,41,1,10,0,515.273049,1.64,0.4,0.04,0,6,-4,-5,0,-0.72,80.82,-0.357142857,0,-0.30230949,0.071185672,unclassified,0,0,0,0,0,0,0,4.30E-05,5.26E-05,0,4.80E-05,0,0,0,0,0,0,6.13E-05,0,0,0,0,6.09E-05,0,0,0,0,0,0,0,0,4.61E-05,5.34E-05,6.22E-05,0,0,0,0,5.57E-05,0,0,0,0,0,0,0,7.34E-05,6.46E-05,0
C25H41O10N3S2,25,41,3,10,2,607.223339,1.64,0.4,0.12,0.08,7,-3,-8,-3,-0.32,69.42,-0.8,-0.2,-0.454692005,0.068842433,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H41O10N5,25,41,5,10,0,571.285345,1.64,0.4,0.2,0,8,-2,-7,-2,-0.24,67.14,-0.7,-0.133333333,-0.35255732,0.080537574,protein or amino sugars,8.03E-05,0,9.58E-05,0,8.97E-05,5.52E-05,0,0.000109648,0.00023422,0,0,9.80E-05,0.00017106,0.000158298,0,0,0,0.000112987,0.000127444,0,0,0,0,0,0.000168589,0,0,0,0.000210941,0.000260717,0,0.000269377,0,0,0.000199701,7.64E-05,0,0.000101525,0,0,0,0.00019531,0.000259594,0,0.00019629,0.000116193,0.000192525,8.88E-05,0.00017524
C25H41O10N5S,25,41,5,10,1,603.257416,1.64,0.4,0.2,0.04,8,-2,-8,-3,-0.16,64.86,-0.888888889,-0.214285714,-0.41618662,0.075336832,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H41O10NS2,25,41,1,10,2,579.217191,1.64,0.4,0.04,0.08,6,-4,-7,-2,-0.56,76.26,-0.583333333,-0.117647059,-0.42956809,0.06578366,unclassified,0,0,0,0,0,0,0,0,0,4.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C25H41O11N3S2,25,41,3,11,2,623.218254,1.64,0.44,0.12,0.08,7,-4,-9,-3.5,-0.24,67.14,-1,-0.24137931,-0.47763707,0.069790195,protein or amino sugars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-05,0,0,0,0,0
C25H41O11N5,25,41,5,11,0,587.28026,1.64,0.44,0.2,0,8,-3,-8,-2.5,-0.16,64.86,-0.888888889,-0.172413793,-0.375502385,0.082895887,protein or amino sugars,0,0,0,0,0,0,0,4.42E-05,4.41E-05,0,0,0,0,0,0,0,0,0,0,0,5.25E-05,0,0,0,0,0,0,0,0,0,0,6.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44E-05,0,0
C25H41O11NS2,25,41,1,11,2,595.212106,1.64,0.44,0.04,0.08,6,-5,-8,-2.5,-0.48,73.98,-0.727272727,-0.151515152,-0.452513155,0.066648543,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77E-05,0,6.06E-05,0,0,0,0,0,0,0,0,0,0,5.26E-05,0,0
C25H41O12N5,25,41,5,12,0,603.275175,1.64,0.48,0.2,0,8,-4,-9,-3,-0.08,62.58,-1.125,-0.214285714,-0.39844745,0.083588956,protein or amino sugars,0,0,0,0.000131509,0,0,0,0.00017125,0.000138358,0,0,0.000195868,0.000177521,9.16E-05,0,0,0,0.00012611,0,0,0,0,0,0,0.000127819,0,0,0,9.32E-05,0,0,0.000180608,0,0.000156989,0.000130842,0,0,0,0,0,0,0.000163009,0,0,0.000119427,0.000109561,0,8.35E-05,0.000140741
